00,TCM,0,0,15,1,-1024,1024,0,1,-
01,TCM,0,0,15,1,-1024,1024,0,1,-
02,TCM,0,0,15,1,-1024,1024,0,1,-
03,TCM,0,0,13,0,0,12000,0,1,-
04,TCM,0,0,0,0,0,1,0,1,-
04,TCM,0,1,1,0,0,1,0,1,-
04,TCM,0,2,2,0,0,1,0,1,-
04,TCM,0,3,3,0,0,1,0,1,-
05,TCM,0,1,15,1,100,700,0,x/10,x
07,TCM,0,0,1,0,0,3,0,1,-
07,TCM,0,2,7,0,0,128,0,1,-
07,TCM,0,8,15,0,0,512,0,1,-
08,TCM,0,0,9,1,-512,512,0,1,-
09,TCM,0,0,9,1,-512,512,0,1,-
0A,TCM,0,0,15,0,0,65535,0,1,-
0B,TCM,0,0,15,0,0,65535,0,1,-
0C,TCM,0,0,15,0,0,65535,0,1,-
0D,TCM,0,0,15,0,0,65535,0,1,-
0E,TCM,0,0,0,0,0,1,0,1,-
0E,TCM,0,1,2,0,0,3,0,1,-
0E,TCM,0,3,3,0,0,1,0,1,-
0E,TCM,0,4,7,0,0,15,0,1,-
0E,TCM,0,8,8,0,0,1,0,1,-
0E,TCM,0,9,9,0,0,1,0,1,-
0E,TCM,0,10,10,0,0,1,0,1,-
0F,TCM,0,0,31,0,0,1,1,1,-
10,TCM,0,0,4,0,0,31,0,1,-
10,TCM,0,5,5,0,0,1,0,1,-
10,TCM,0,6,6,0,0,1,0,1,-
10,TCM,0,8,12,0,0,31,0,1,-
10,TCM,0,13,13,0,0,1,0,1,-
10,TCM,0,14,14,0,0,1,0,1,-
10,TCM,0,16,20,0,0,31,0,1,-
10,TCM,0,21,21,0,0,1,0,1,-
10,TCM,0,22,22,0,0,1,0,1,-
10,TCM,0,23,23,0,0,1,0,1,-
10,TCM,0,24,28,0,0,31,0,1,-
10,TCM,0,29,29,0,0,1,0,1,-
10,TCM,0,30,30,0,0,1,0,1,-
10,TCM,0,31,31,0,0,1,0,1,-
11,TCM,0,0,4,0,0,31,0,1,-
11,TCM,0,5,5,0,0,1,0,1,-
11,TCM,0,6,6,0,0,1,0,1,-
11,TCM,0,8,12,0,0,31,0,1,-
11,TCM,0,13,13,0,0,1,0,1,-
11,TCM,0,14,14,0,0,1,0,1,-
11,TCM,0,16,20,0,0,31,0,1,-
11,TCM,0,21,21,0,0,1,0,1,-
11,TCM,0,22,22,0,0,1,0,1,-
11,TCM,0,23,23,0,0,1,0,1,-
11,TCM,0,24,28,0,0,31,0,1,-
11,TCM,0,29,29,0,0,1,0,1,-
11,TCM,0,30,30,0,0,1,0,1,-
11,TCM,0,31,31,0,0,1,0,1,-
12,TCM,0,0,4,0,0,31,0,1,-
12,TCM,0,5,5,0,0,1,0,1,-
12,TCM,0,6,6,0,0,1,0,1,-
12,TCM,0,8,12,0,0,31,0,1,-
12,TCM,0,13,13,0,0,1,0,1,-
12,TCM,0,14,14,0,0,1,0,1,-
12,TCM,0,16,20,0,0,31,0,1,-
12,TCM,0,21,21,0,0,1,0,1,-
12,TCM,0,22,22,0,0,1,0,1,-
12,TCM,0,23,23,0,0,1,0,1,-
12,TCM,0,24,28,0,0,31,0,1,-
12,TCM,0,29,29,0,0,1,0,1,-
12,TCM,0,30,30,0,0,1,0,1,-
12,TCM,0,31,31,0,0,1,0,1,-
13,TCM,0,0,4,0,0,31,0,1,-
13,TCM,0,5,5,0,0,1,0,1,-
13,TCM,0,6,6,0,0,1,0,1,-
13,TCM,0,8,12,0,0,31,0,1,-
13,TCM,0,13,13,0,0,1,0,1,-
13,TCM,0,14,14,0,0,1,0,1,-
13,TCM,0,16,20,0,0,31,0,1,-
13,TCM,0,21,21,0,0,1,0,1,-
13,TCM,0,22,22,0,0,1,0,1,-
13,TCM,0,23,23,0,0,1,0,1,-
13,TCM,0,24,28,0,0,31,0,1,-
13,TCM,0,29,29,0,0,1,0,1,-
13,TCM,0,30,30,0,0,1,0,1,-
13,TCM,0,31,31,0,0,1,0,1,-
14,TCM,0,0,4,0,0,31,0,1,-
14,TCM,0,5,5,0,0,1,0,1,-
14,TCM,0,6,6,0,0,1,0,1,-
14,TCM,0,8,12,0,0,31,0,1,-
14,TCM,0,13,13,0,0,1,0,1,-
14,TCM,0,14,14,0,0,1,0,1,-
14,TCM,0,16,20,0,0,31,0,1,-
14,TCM,0,21,21,0,0,1,0,1,-
14,TCM,0,22,22,0,0,1,0,1,-
14,TCM,0,23,23,0,0,1,0,1,-
14,TCM,0,24,28,0,0,31,0,1,-
14,TCM,0,29,29,0,0,1,0,1,-
14,TCM,0,30,30,0,0,1,0,1,-
14,TCM,0,31,31,0,0,1,0,1,-
15,TCM,0,0,4,0,0,31,0,1,-
15,TCM,0,5,5,0,0,1,0,1,-
15,TCM,0,6,6,0,0,1,0,1,-
15,TCM,0,8,12,0,0,31,0,1,-
15,TCM,0,13,13,0,0,1,0,1,-
15,TCM,0,14,14,0,0,1,0,1,-
15,TCM,0,16,20,0,0,31,0,1,-
15,TCM,0,21,21,0,0,1,0,1,-
15,TCM,0,22,22,0,0,1,0,1,-
15,TCM,0,23,23,0,0,1,0,1,-
15,TCM,0,24,28,0,0,31,0,1,-
15,TCM,0,29,29,0,0,1,0,1,-
15,TCM,0,30,30,0,0,1,0,1,-
15,TCM,0,31,31,0,0,1,0,1,-
16,TCM,0,0,4,0,0,31,0,1,-
16,TCM,0,5,5,0,0,1,0,1,-
16,TCM,0,6,6,0,0,1,0,1,-
16,TCM,0,8,12,0,0,31,0,1,-
16,TCM,0,13,13,0,0,1,0,1,-
16,TCM,0,14,14,0,0,1,0,1,-
16,TCM,0,16,20,0,0,31,0,1,-
16,TCM,0,21,21,0,0,1,0,1,-
16,TCM,0,22,22,0,0,1,0,1,-
16,TCM,0,23,23,0,0,1,0,1,-
16,TCM,0,24,28,0,0,31,0,1,-
16,TCM,0,29,29,0,0,1,0,1,-
16,TCM,0,30,30,0,0,1,0,1,-
16,TCM,0,31,31,0,0,1,0,1,-
17,TCM,0,0,4,0,0,31,0,1,-
17,TCM,0,5,5,0,0,1,0,1,-
17,TCM,0,6,6,0,0,1,0,1,-
17,TCM,0,8,12,0,0,31,0,1,-
17,TCM,0,13,13,0,0,1,0,1,-
17,TCM,0,14,14,0,0,1,0,1,-
17,TCM,0,16,20,0,0,31,0,1,-
17,TCM,0,21,21,0,0,1,0,1,-
17,TCM,0,22,22,0,0,1,0,1,-
17,TCM,0,23,23,0,0,1,0,1,-
17,TCM,0,24,28,0,0,31,0,1,-
17,TCM,0,29,29,0,0,1,0,1,-
17,TCM,0,30,30,0,0,1,0,1,-
17,TCM,0,31,31,0,0,1,0,1,-
18,TCM,0,0,4,0,0,31,0,1,-
18,TCM,0,5,5,0,0,1,0,1,-
18,TCM,0,6,6,0,0,1,0,1,-
18,TCM,0,8,12,0,0,31,0,1,-
18,TCM,0,13,13,0,0,1,0,1,-
18,TCM,0,14,14,0,0,1,0,1,-
18,TCM,0,16,20,0,0,31,0,1,-
18,TCM,0,21,21,0,0,1,0,1,-
18,TCM,0,22,22,0,0,1,0,1,-
18,TCM,0,23,23,0,0,1,0,1,-
18,TCM,0,24,28,0,0,31,0,1,-
18,TCM,0,29,29,0,0,1,0,1,-
18,TCM,0,30,30,0,0,1,0,1,-
18,TCM,0,31,31,0,0,1,0,1,-
19,TCM,0,0,4,0,0,31,0,1,-
19,TCM,0,5,5,0,0,1,0,1,-
19,TCM,0,6,6,0,0,1,0,1,-
19,TCM,0,8,12,0,0,31,0,1,-
19,TCM,0,13,13,0,0,1,0,1,-
19,TCM,0,14,14,0,0,1,0,1,-
19,TCM,0,16,20,0,0,31,0,1,-
19,TCM,0,21,21,0,0,1,0,1,-
