00,0,0,0,15,1,-1024,1024,0,1,-
01,0,0,0,15,1,-1024,1024,0,1,-
02,0,0,0,15,1,-1024,1024,0,1,-
03,0,0,0,13,0,0,12000,0,1,-
04,0,0,0,0,0,0,1,0,1,-
04,0,0,1,1,0,0,1,0,1,-
04,0,0,2,2,0,0,1,0,1,-
04,0,0,3,3,0,0,1,0,1,-
05,0,0,1,15,1,100,700,0,x/10,x
07,0,0,0,1,0,0,3,0,1,-
07,0,0,2,7,0,0,128,0,1,-
07,0,0,8,15,0,0,512,0,1,-
08,0,0,0,9,1,-512,512,0,1,-
09,0,0,0,9,1,-512,512,0,1,-
0A,0,0,0,15,0,0,65535,0,1,-
0B,0,0,0,15,0,0,65535,0,1,-
0C,0,0,0,15,0,0,65535,0,1,-
0D,0,0,0,15,0,0,65535,0,1,-
0E,0,0,0,0,0,0,1,0,1,-
0E,0,0,1,2,0,0,3,0,1,-
0E,0,0,3,3,0,0,1,0,1,-
0E,0,0,4,7,0,0,15,0,1,-
0E,0,0,8,8,0,0,1,0,1,-
0E,0,0,9,9,0,0,1,0,1,-
0E,0,0,10,10,0,0,1,0,1,-
0F,0,0,0,31,0,0,1,1,1,-
10,0,0,0,4,0,0,31,0,1,-
10,0,0,5,5,0,0,1,0,1,-
10,0,0,6,6,0,0,1,0,1,-
10,0,0,8,12,0,0,31,0,1,-
10,0,0,13,13,0,0,1,0,1,-
10,0,0,14,14,0,0,1,0,1,-
10,0,0,16,20,0,0,31,0,1,-
10,0,0,21,21,0,0,1,0,1,-
10,0,0,22,22,0,0,1,0,1,-
10,0,0,23,23,0,0,1,0,1,-
10,0,0,24,28,0,0,31,0,1,-
10,0,0,29,29,0,0,1,0,1,-
10,0,0,30,30,0,0,1,0,1,-
10,0,0,31,31,0,0,1,0,1,-
11,0,0,0,4,0,0,31,0,1,-
11,0,0,5,5,0,0,1,0,1,-
11,0,0,6,6,0,0,1,0,1,-
11,0,0,8,12,0,0,31,0,1,-
11,0,0,13,13,0,0,1,0,1,-
11,0,0,14,14,0,0,1,0,1,-
11,0,0,16,20,0,0,31,0,1,-
11,0,0,21,21,0,0,1,0,1,-
11,0,0,22,22,0,0,1,0,1,-
11,0,0,23,23,0,0,1,0,1,-
11,0,0,24,28,0,0,31,0,1,-
11,0,0,29,29,0,0,1,0,1,-
11,0,0,30,30,0,0,1,0,1,-
11,0,0,31,31,0,0,1,0,1,-
12,0,0,0,4,0,0,31,0,1,-
12,0,0,5,5,0,0,1,0,1,-
12,0,0,6,6,0,0,1,0,1,-
12,0,0,8,12,0,0,31,0,1,-
12,0,0,13,13,0,0,1,0,1,-
12,0,0,14,14,0,0,1,0,1,-
12,0,0,16,20,0,0,31,0,1,-
12,0,0,21,21,0,0,1,0,1,-
12,0,0,22,22,0,0,1,0,1,-
